road_condition,contract_area_m2,road_name,contract_period,building_age,contract_year,contract_month,deposit,monthly_rent_bill
0,23,7,2,32,2022,10,500,35
1,18,27,2,49,2022,10,300,33
0,42.24,7,2,34,2022,10,1000,50
0,35.28,7,2,34,2022,10,500,40
0,18,53,2,29,2022,10,1000,20
0,40.16,51,2,32,2022,10,3000,30
0,42.31,7,2,33,2022,10,500,48
0,31.33,7,2,34,2022,10,3000,20
0,38.32,51,2,52,2022,10,13000,20
0,33,53,2,32,2022,10,500,30
1,20,53,2,11,2022,10,1000,32
0,45,27,2,29,2022,10,2000,60
0,39,27,2,34,2022,10,1000,50
2,23.1,7,2,30,2022,10,1000,45
1,25,7,2,22,2022,10,500,30
0,66.46,55,2,31,2022,10,5000,70
0,42,7,2,36,2022,10,1000,50
0,59.5,53,1,50,2022,10,300,33
0,40.55,53,2,36,2022,10,500,30
0,25,51,2,33,2022,10,300,30
0,39,55,2,36,2022,10,6000,10
0,37.17,55,2,39,2022,10,500,35
0,23,7,2,41,2022,10,500,35
0,38.88,51,2,37,2022,10,1000,25
0,36.4,51,2,43,2022,10,9000,20
0,22.61,25,2,34,2022,10,100,30
1,143.23,27,1,10,2022,10,3000,37
0,42.51,25,2,51,2022,10,1000,55
0,44.14,7,2,32,2022,10,1000,40
0,52.39,25,2,35,2022,10,11000,10
0,28,7,2,37,2022,10,100,30
0,65.01,17,2,34,2022,10,500,35
0,38.63,7,2,34,2022,10,8000,30
2,49.32,51,2,45,2022,10,1000,80
0,40.28,51,2,33,2022,10,3000,25
0,46.28,28,2,34,2022,10,1000,60
0,47.39,28,2,38,2022,10,1000,50
0,43.2,7,2,32,2022,10,500,50
0,30,17,2,22,2022,10,1000,40
0,20.1,17,2,5,2022,10,1000,35
0,36,25,2,31,2022,10,2000,30
0,33.33,28,2,39,2022,10,1000,55
1,66,53,2,11,2022,10,4000,85
0,40,51,2,33,2022,10,1000,45
0,41.15,51,2,34,2022,10,500,30
1,66,53,2,11,2022,10,4000,85
1,39,7,2,35,2022,10,2000,40
0,34.08,7,2,38,2022,10,8000,10
0,40,51,2,33,2022,10,1000,55
0,86.41,25,2,36,2022,10,3000,20
0,86.48,25,2,34,2022,10,200,25
0,34.44,30,2,35,2022,10,1000,35
0,34.44,30,2,35,2022,10,1000,35
0,42.9,7,2,22,2022,10,1000,50
0,19,7,2,28,2022,10,200,15
0,41.04,53,2,36,2022,10,500,35
0,40.43,53,2,36,2022,10,3000,15
0,24.61,30,2,23,2022,10,500,21
0,40.63,7,2,34,2022,10,300,27
0,46.64,25,2,33,2022,10,200,30
0,31.43,25,2,35,2022,10,1000,40
0,40.78,7,2,34,2022,10,12500,5
0,18,53,2,34,2022,10,300,20
1,45,7,2,26,2022,10,2000,65
1,45,7,2,26,2022,10,2000,65
0,15,51,2,31,2022,10,100,25
1,25,53,2,12,2022,10,1000,40
0,31.02,53,2,38,2022,10,1000,55
0,38.22,30,2,9,2022,10,1000,45
0,39.2,30,2,34,2022,10,1000,45
0,39.2,30,2,34,2022,10,1000,45
0,51.52,55,2,31,2022,10,500,35
1,53,7,2,22,2022,10,3000,70
0,30,7,2,37,2022,10,300,30
2,129.57,7,2,41,2022,10,1000,50
2,55,7,2,40,2022,10,6000,28
0,43.86,25,2,31,2022,10,2000,50
0,40.74,28,2,36,2022,10,500,45
1,41.32,7,2,31,2022,10,2000,55
0,25.56,7,2,38,2022,10,500,15
0,41.59,7,2,37,2022,10,500,40
0,41.37,7,2,35,2022,10,10000,10
0,39.33,7,2,34,2022,10,1000,40
0,40.74,28,2,36,2022,10,500,45
2,130.9,7,2,41,2022,10,500,45
0,22,25,2,33,2022,10,300,30
0,20.73,25,2,33,2022,10,1000,40
0,48.89,55,2,32,2022,10,500,40
0,18,7,2,34,2022,10,200,18
0,35,17,2,29,2022,10,2000,50
0,57.86,25,2,36,2022,10,19000,15
1,48.98,28,2,23,2022,10,7000,38
0,38.95,28,2,33,2022,10,1000,55
0,29.2,55,2,44,2022,10,1000,40
0,35.08,7,2,34,2022,10,500,30
0,55.78,25,2,36,2022,10,12000,50
0,23,17,2,22,2022,10,500,45
0,15,51,2,44,2022,10,500,30
3,98.7,25,2,21,2022,10,500,45
1,66.9,27,2,31,2022,10,500,40
0,39.15,7,2,36,2022,10,2000,15
0,30.22,7,2,35,2022,10,1000,50
1,48,27,1,28,2022,10,14000,10
0,51.14,27,2,35,2022,10,1000,60
0,144.82,27,2,28,2022,10,4000,55
0,43.3,7,2,36,2022,10,500,40
2,37.17,53,2,47,2022,10,1000,40
0,46.94,27,2,24,2022,10,1500,55
0,40.07,7,2,35,2022,10,500,50
1,36.4,7,2,29,2022,10,1000,50
0,19,7,2,36,2022,10,300,35
0,36.68,7,2,36,2022,10,5000,40
0,43.98,17,1,33,2022,10,200,36
0,35,7,2,33,2022,10,1000,27
0,56.46,55,2,41,2022,10,1000,50
0,54.13,53,2,27,2022,10,7000,30
0,45.6,7,2,31,2022,10,1000,50
0,45.6,7,2,31,2022,10,1000,50
0,50,28,2,23,2022,10,500,37
0,25,27,2,34,2022,10,5000,43
0,25,27,2,34,2022,10,5000,43
2,47.31,51,2,33,2022,10,500,50
0,35.48,7,2,38,2022,10,500,20
0,32,17,2,33,2022,10,800,50
0,34.38,53,2,34,2022,10,1700,30
1,45.73,7,2,40,2022,10,4000,50
0,75,53,2,18,2022,10,4000,68
0,36.06,55,2,17,2022,10,500,50
0,26.45,30,2,31,2022,10,200,20
0,37.8,7,2,34,2022,10,1500,30
0,38.98,7,2,33,2022,10,500,35
0,30,30,2,27,2022,10,500,40
0,115.21,7,2,50,2022,10,3000,65
0,35,30,2,31,2022,10,2000,40
0,40.25,7,2,33,2022,10,8000,10
0,33,51,2,34,2022,10,300,30
0,37.28,25,2,35,2022,11,4000,20
0,43,27,2,31,2022,11,1000,40
0,35,30,2,35,2022,11,1000,45
0,88.06,17,2,24,2022,11,500,50
0,36.53,51,2,43,2022,11,1500,48
1,40,27,2,40,2022,11,500,55
0,32,25,2,31,2022,11,1000,45
0,22.45,53,2,30,2022,11,200,20
0,25,51,2,23,2022,11,1000,30
2,43.47,53,2,34,2022,11,1000,50
0,35,28,2,33,2022,11,500,43
0,20,7,2,33,2022,11,1000,40
0,20,28,2,33,2022,11,500,35
0,43,27,2,29,2022,11,8500,2
0,29.75,7,2,35,2022,11,500,45
0,29.75,7,2,35,2022,11,500,45
0,21.08,28,2,35,2022,11,300,32
0,15,17,2,45,2022,11,5000,10
0,39.83,53,2,38,2022,11,500,40
0,45.09,7,2,33,2022,11,1000,42
0,45.72,7,2,36,2022,11,500,30
0,41.78,30,2,27,2022,11,1000,45
0,105,7,2,23,2022,11,1000,50
0,45.72,7,2,36,2022,11,500,30
0,25.73,25,1,35,2022,11,500,42
0,22,27,2,36,2022,11,300,30
0,45,27,2,34,2022,11,2000,40
1,33,7,2,35,2022,11,1000,25
0,32.05,7,2,34,2022,11,1000,40
0,18,51,2,44,2022,11,350,34
1,45,17,2,22,2022,11,15000,20
0,48.78,7,2,33,2022,11,200,25
0,37.43,30,2,34,2022,11,13000,5
0,37.43,30,2,34,2022,11,13000,5
0,42.52,7,2,36,2022,11,5000,35
0,50,27,2,12,2022,11,2000,80
0,45.27,7,2,35,2022,11,1000,35
0,38,7,2,36,2022,11,5000,20
0,17,51,2,31,2022,11,200,20
0,36.48,7,2,39,2022,11,500,50
0,18,51,2,44,2022,11,500,35
0,34.06,55,2,39,2022,11,12000,5
0,19.83,27,2,22,2022,11,500,40
1,48.3,27,2,29,2022,11,6000,40
1,20,30,2,35,2022,11,5000,5
0,55.48,28,2,33,2022,11,2000,50
0,44.57,25,2,35,2022,11,500,43
2,25,53,2,22,2022,11,1000,50
0,21,7,2,35,2022,11,1000,30
0,36.7,7,2,37,2022,11,1000,38
0,34.77,7,2,35,2022,11,3500,25
0,18,27,2,24,2022,11,500,40
1,20,28,2,36,2022,11,500,35
0,38.54,30,2,19,2022,11,12000,5
0,38.54,30,2,19,2022,11,12000,5
0,21,25,2,35,2022,11,500,40
0,73.54,25,2,30,2022,11,1500,60
0,26,55,2,29,2022,11,500,20
0,65.96,30,2,27,2022,11,8000,30
0,29.75,55,2,17,2022,11,500,35
0,43.92,7,2,33,2022,11,500,45
1,28.44,17,2,39,2022,11,800,52
0,39.74,51,2,36,2022,11,500,45
0,18,17,2,35,2022,11,500,40
0,41.58,25,2,29,2022,11,500,50
0,50.7,27,2,24,2022,11,1500,60
0,28.52,53,2,33,2022,11,300,23
0,30,7,2,33,2022,11,500,25
0,42.41,27,2,33,2022,11,1000,60
0,34.78,7,2,26,2022,11,500,50
0,33.63,7,2,37,2022,11,9500,15
1,48.92,27,2,24,2022,11,1000,50
0,24.52,7,2,33,2022,11,300,22
0,39.44,25,2,33,2022,11,500,40
0,37.68,28,2,37,2022,11,500,55
0,26,27,2,35,2022,11,1000,35
0,48.36,30,2,35,2022,11,500,40
0,53.55,7,2,51,2022,11,1000,50
0,39.73,53,2,34,2022,11,4000,20
0,23,55,2,33,2022,11,500,35
0,55.19,2,2,22,2022,11,1000,60
0,39.44,25,2,33,2022,11,500,40
0,18,7,2,36,2022,11,500,36
0,42.24,7,1,34,2022,11,500,45
0,28.8,7,2,23,2022,11,500,60
0,37.7,7,2,34,2022,11,1000,20
0,45,7,2,51,2022,11,1000,55
0,10,2,2,34,2022,11,200,25
0,44,7,2,38,2022,11,200,32
0,38.29,7,2,31,2022,11,1000,45
0,10.92,7,2,36,2022,11,300,45
0,24,28,2,33,2022,11,600,45
0,45.23,7,2,33,2022,11,300,30
0,40.39,7,2,31,2022,11,1000,35
0,69.15,25,2,38,2022,11,300,30
0,38.34,55,2,37,2022,11,1500,28
0,48.1,7,2,36,2022,11,2000,60
0,48.1,7,2,36,2022,11,2000,60
0,32.08,53,2,32,2022,11,1000,35
0,58.59,17,2,35,2022,11,1000,65
0,39.2,7,2,22,2022,11,500,35
0,18,51,2,44,2022,11,300,31
1,67.23,7,2,41,2022,11,3000,50
0,45,25,2,35,2022,11,1000,53
0,33.8,25,2,31,2022,11,1000,58
0,13,27,2,52,2022,11,500,35
0,42.2,55,2,27,2022,11,1000,50
0,45.71,53,2,36,2022,11,2000,5
0,40.32,7,2,37,2022,11,1000,30
0,39.14,51,2,28,2022,11,525,53
0,19,2,2,35,2022,11,400,26
0,72.93,7,2,36,2022,11,500,39
0,40,7,2,33,2022,11,200,20
0,38.95,51,2,36,2022,11,500,45
0,40.3,7,2,30,2022,11,300,33
2,42.35,55,2,37,2022,11,2000,57
0,39.67,7,2,34,2022,11,1000,20
0,23,27,2,35,2022,11,1000,30
0,48.79,17,2,30,2022,11,2000,65
0,48.79,17,2,30,2022,11,2000,65
0,29.42,30,2,50,2022,11,12000,25
0,18,7,2,36,2022,11,300,37
0,83,25,2,24,2022,11,5000,65
1,46,7,2,26,2022,11,1500,65
0,36.75,30,2,38,2022,11,1000,55
0,76.83,30,2,38,2022,11,1000,55
0,49.89,7,1,37,2022,11,3000,45
0,51.38,7,2,26,2022,11,514,24
0,38.7,55,2,34,2022,11,1000,45
0,25,7,1,33,2022,11,300,33
0,38.7,55,2,34,2022,11,1000,45
0,43,17,2,27,2022,11,500,50
0,18,51,2,44,2022,11,300,31
0,50.7,55,2,34,2022,11,300,30
0,37.28,30,2,33,2022,11,500,50
0,52.82,7,2,27,2022,11,8000,40
0,41.94,53,2,30,2022,11,2000,30
0,46.41,51,2,27,2022,11,5000,25
0,32.34,7,2,35,2022,11,500,35
0,35.68,53,2,37,2022,11,300,25
0,37.8,53,2,32,2022,11,500,35
0,34.16,7,2,31,2022,11,500,55
0,20,7,1,33,2022,12,300,32
0,106.61,30,2,38,2022,12,500,45
0,18,51,2,34,2022,12,800,20
0,40.45,55,2,41,2022,12,11000,10
0,60,27,2,27,2022,12,5000,60
0,59.12,17,2,30,2022,12,500,40
0,47,27,2,33,2022,12,7000,35
0,20,7,2,18,2022,12,300,40
0,16,7,2,20,2022,12,500,40
3,28,25,2,36,2022,12,1000,50
0,22,51,2,35,2022,12,300,28
0,34.26,7,2,35,2022,12,600,65
0,38.72,17,2,36,2022,12,1000,50
0,34.1,51,2,32,2022,12,50,25
0,20,55,1,27,2022,12,500,40
0,30,27,2,39,2022,12,1000,60
0,20,53,2,34,2022,12,200,18
0,48.91,7,2,33,2022,12,500,45
0,57.7,7,2,21,2022,12,2500,45
0,25,27,2,20,2022,12,500,50
0,34.98,17,2,19,2022,12,500,39
0,32.79,7,2,37,2022,12,2500,50
0,33,28,2,33,2022,12,1000,40
0,24,7,2,32,2022,12,500,50
0,49.39,7,1,31,2022,12,500,68
0,43.58,25,2,33,2022,12,1000,50
0,38.55,51,2,34,2022,12,400,40
0,42.24,17,2,18,2022,12,3000,30
1,49.84,28,2,35,2022,12,1000,45
0,38.04,7,2,38,2022,12,1000,40
0,41.82,25,2,34,2022,12,1000,50
0,31.65,55,2,31,2022,12,500,45
0,43.31,25,2,44,2022,12,4000,30
0,39.84,53,2,33,2022,12,3000,20
0,33,30,2,34,2022,12,1000,50
0,33.67,28,2,39,2022,12,3000,40
0,20,53,2,33,2022,12,500,30
0,52.93,53,2,30,2022,12,200,15
0,69.66,27,2,31,2022,12,10000,20
0,42,28,2,35,2022,12,1500,60
0,23.55,53,2,27,2022,12,500,35
0,18,7,2,32,2022,12,300,30
0,38.9,7,2,33,2022,12,8000,15
0,48.58,53,2,36,2022,12,300,35
1,59,7,2,36,2022,12,2500,60
1,41.32,7,2,31,2022,12,1000,55
1,23,17,2,23,2022,12,1000,40
1,25,17,2,23,2022,12,300,45
0,25,27,2,33,2022,12,500,45
0,59.4,27,2,39,2022,12,1000,55
0,43.87,7,2,33,2022,12,1000,45
0,68.71,17,2,35,2022,12,700,42
0,42.22,7,2,31,2022,12,800,25
0,39.07,7,2,2,2022,12,2000,120
0,46.56,30,2,35,2022,12,500,50
2,42.71,7,2,43,2022,12,1000,50
0,40.8,7,2,35,2022,12,500,45
0,30.66,7,2,38,2022,12,500,35
0,39.04,27,2,44,2022,12,1000,50
0,37.82,51,2,35,2022,12,300,40
0,40,27,2,38,2022,12,4000,55
0,18.3,30,2,40,2022,12,2500,5
0,59.87,28,2,21,2022,12,4000,70
0,28,7,2,33,2022,12,300,30
0,59.87,28,2,21,2022,12,4000,70
1,56.32,17,2,33,2022,12,500,35
0,34.56,25,2,33,2022,12,1000,50
0,30,17,2,35,2022,12,500,40
0,56,7,2,37,2022,12,500,55
0,35.73,30,2,33,2022,12,500,40
0,27,27,2,21,2022,12,1000,50
0,36,2,2,36,2022,12,250,30
2,66.4,7,2,7,2022,12,1000,60
0,33.8,30,2,22,2022,12,500,35
0,43.91,17,2,33,2022,12,500,45
0,29.08,7,2,36,2022,12,1000,45
0,34.94,25,2,31,2022,12,300,42
0,41.3,7,2,37,2022,12,500,45
0,25,7,2,31,2022,12,200,25
0,70.17,17,2,34,2022,12,500,35
0,43.96,7,2,40,2022,12,1000,60
0,43.98,17,2,33,2022,12,500,35
0,30,7,2,35,2022,12,500,45
0,46.31,53,2,29,2022,12,1500,40
0,37.92,27,2,30,2022,12,1000,50
0,35.7,28,2,38,2022,12,1000,25
0,23.14,25,2,27,2022,12,500,50
0,39.08,30,2,33,2022,12,500,30
0,140.62,27,2,28,2022,12,7000,40
0,44.1,27,2,35,2022,12,1000,45
0,20.79,51,2,32,2022,12,300,35
0,42,7,2,35,2022,12,1500,50
2,25,51,1,50,2022,12,500,40
0,63.3,25,2,32,2022,12,500,35
0,45.06,7,2,37,2022,12,500,35
0,30,7,2,34,2022,12,500,30
0,40.21,53,2,37,2022,12,1000,50
0,38.97,51,2,33,2022,12,500,45
0,23,30,2,38,2022,12,500,45
2,50,7,2,40,2022,12,1000,67
0,30,25,2,22,2022,1,500,35
0,40.97,51,2,37,2022,1,500,40
0,20.99,26,2,23,2022,1,500,35
0,33,26,2,38,2022,1,1000,50
0,40,25,2,22,2022,1,1000,70
0,43.98,25,2,33,2022,1,200,50
0,39.78,25,2,34,2022,1,1000,45
0,44.24,25,2,33,2022,1,1000,50
0,47.22,26,2,36,2022,1,1000,50
0,44.24,25,2,33,2022,1,1000,50
0,60,26,2,42,2022,1,500,45
0,44.74,26,2,27,2022,1,1000,38
0,29.36,51,2,33,2022,1,3000,10
0,22.8,25,2,13,2022,1,1000,45
0,22.8,25,2,13,2022,1,1000,45
0,33.02,26,2,35,2022,1,500,45
0,33.02,26,2,35,2022,1,500,35
0,33.88,51,2,38,2022,1,500,32
0,25,51,2,35,2022,1,1000,30
0,41.84,25,2,35,2022,1,500,30
0,43.69,23,2,21,2022,1,1000,50
0,43.2,26,2,36,2022,1,1000,55
0,33.45,53,2,32,2022,1,10000,7
0,42.2,51,2,28,2022,1,1000,30
0,35,53,2,35,2022,1,1000,50
0,35,53,2,35,2022,1,1000,50
0,17,26,2,20,2022,1,500,30
0,61.85,23,2,8,2022,1,26000,20
0,61.85,23,2,8,2022,1,26000,20
0,30,26,2,33,2022,1,2000,28
0,61.85,23,2,8,2022,1,4000,90
1,14.19,26,2,9,2022,1,3000,30
0,61.85,23,2,8,2022,1,4000,90
0,61.85,23,2,8,2022,1,4000,90
0,41.55,27,2,32,2022,1,2000,50
0,37.95,26,2,35,2022,1,500,30
0,44.45,51,2,34,2022,1,1000,35
0,15,23,2,34,2022,1,200,20
0,39.66,51,2,27,2022,1,1000,40
0,30.54,26,2,33,2022,1,500,40
0,46.28,51,2,30,2022,1,1000,45
0,46.28,51,2,30,2022,1,1000,45
0,35.95,25,2,35,2022,1,1000,35
0,55,23,2,39,2022,1,500,55
1,25,17,1,22,2022,1,900,36
0,32.95,27,2,35,2022,1,3000,33
0,43.53,25,2,33,2022,1,4000,36
0,38.87,25,2,35,2022,1,500,45
0,32.36,51,2,32,2022,1,500,30
0,33,26,2,32,2022,2,500,44
0,46.26,51,2,36,2022,2,500,26
0,40.22,26,2,27,2022,2,500,50
0,50,23,2,27,2022,2,1000,50
1,21.8,26,2,40,2022,2,500,30
0,38.78,25,2,35,2022,2,1000,30
0,40.75,51,2,35,2022,2,500,35
0,44.82,51,2,22,2022,2,500,35
0,36.36,26,2,38,2022,2,500,50
0,41.04,26,2,23,2022,2,1000,55
0,22,25,2,31,2022,2,1000,25
0,33,25,2,34,2022,2,100,30
0,34.16,51,2,33,2022,2,10000,10
0,32.06,26,2,32,2022,2,500,40
0,37.5,26,2,30,2022,2,11000,20
0,37.96,26,1,34,2022,2,1000,40
0,20,26,2,32,2022,2,500,25
0,64.27,51,2,28,2022,2,10000,50
0,18,23,2,21,2022,2,500,35
0,56,51,2,21,2022,2,2000,55
0,20,25,2,34,2022,2,500,25
0,35,25,2,33,2022,2,1000,30
0,13,25,2,41,2022,2,500,45
0,36.37,23,2,33,2022,2,500,35
0,43.35,25,2,34,2022,2,1500,40
0,17.49,51,2,13,2022,2,1000,40
0,18.17,25,2,12,2022,2,3000,35
0,18.17,25,2,12,2022,2,3000,35
0,39.12,53,0,36,2022,2,1000,45
0,32.73,26,2,38,2022,2,5000,40
0,32.73,26,2,38,2022,2,5000,40
0,33.65,23,2,39,2022,2,1000,45
0,39.4,26,2,50,2022,2,3000,40
0,38.36,26,2,34,2022,2,500,40
0,29.75,26,2,35,2022,2,500,50
0,28,51,2,36,2022,2,500,35
0,20.25,25,2,32,2022,2,500,53
0,37.2,51,2,31,2022,2,500,40
0,31.72,23,2,33,2022,2,2000,35
0,37.8,26,2,32,2022,2,500,40
0,35.2,53,2,36,2022,2,500,45
0,33,25,2,32,2022,2,500,39
0,33,25,2,32,2022,2,500,39
0,20,53,2,10,2022,2,200,20
0,39.44,53,2,34,2022,2,500,45
0,28.68,51,2,34,2022,2,300,30
0,20,51,2,33,2022,2,500,30
0,19.31,26,2,32,2022,2,200,25
0,37.6,23,2,33,2022,2,300,30
0,39,23,2,37,2022,2,500,30
0,41.87,27,2,34,2022,2,500,50
0,48.91,23,2,33,2022,2,500,30
0,19,51,2,34,2022,2,300,33
0,39.49,26,2,36,2022,2,1000,50
0,42.41,25,2,32,2022,2,3000,30
0,20,51,2,34,2022,2,200,23
0,18,51,2,36,2022,3,500,32
0,41.86,26,2,32,2022,3,1000,50
0,34.94,25,2,34,2022,3,1000,45
0,41.86,26,2,32,2022,3,1000,50
0,45.68,27,2,37,2022,3,1000,60
0,41.61,23,2,35,2022,3,1300,10
0,44.46,23,2,35,2022,3,500,22
0,37.62,23,2,35,2022,3,500,30
0,36.48,26,2,39,2022,3,1000,40
0,32.28,25,2,22,2022,3,11300,20
0,20,26,2,52,2022,3,300,30
0,68.75,53,2,29,2022,3,6300,2
0,37.84,27,2,52,2022,3,500,35
0,35.25,25,2,33,2022,3,2000,45
0,31.62,26,2,30,2022,3,6000,25
0,37.53,26,2,28,2022,3,1000,40
0,45.18,26,2,1052,2022,3,1000,45
0,42.35,26,2,33,2022,3,1000,35
0,35.95,25,2,35,2022,3,1000,40
0,31.79,26,2,33,2022,3,1000,45
0,25,25,2,27,2022,3,500,25
0,44.04,26,2,33,2022,3,1000,50
0,30,23,2,32,2022,3,1000,30
0,34.49,26,2,24,2022,3,500,48
0,36.65,26,2,34,2022,3,7500,10
0,43.69,27,2,32,2022,3,1000,50
0,41.36,26,2,32,2022,3,500,30
0,38.25,53,2,31,2022,3,300,35
0,34.74,23,2,38,2022,3,1000,25
0,34.74,23,2,38,2022,3,1000,25
0,42.25,25,2,35,2022,3,300,35
0,37,51,2,18,2022,3,10000,15
0,38.62,51,2,33,2022,3,5000,40
0,45.3,53,2,34,2022,3,1000,40
0,40.54,26,2,33,2022,3,200,25
0,17,27,2,32,2022,3,300,20
0,23,23,2,23,2022,3,400,30
0,18,23,2,21,2022,3,500,35
0,35,25,2,32,2022,3,300,30
0,29.79,26,2,41,2022,3,1500,40
0,36.12,26,2,31,2022,3,1000,48
0,36.39,26,2,34,2022,3,100,30
0,36.39,26,2,34,2022,3,500,40
0,20,25,2,32,2022,3,300,20
0,29.6,53,2,27,2022,3,500,40
0,20.43,53,2,33,2022,3,100,20
0,29.6,53,2,27,2022,3,500,40
1,23,17,1,22,2022,3,1000,38
0,58,25,2,22,2022,3,1500,50
0,44.16,26,2,34,2022,3,1000,47
0,26,23,2,34,2022,3,4000,10
0,37.68,27,2,39,2022,3,500,35
0,20,25,2,31,2022,3,500,30
0,45.24,25,2,37,2022,3,900,45
0,39.1,53,2,34,2022,3,500,35
0,39.92,53,2,23,2022,3,100,35
0,42.38,26,2,34,2022,3,1000,45
0,69.26,17,2,30,2022,3,2000,65
0,39.6,27,2,39,2022,3,500,30
0,62.1,23,2,35,2022,3,4000,30
0,18,51,2,34,2022,3,500,23
0,33,51,2,33,2022,3,2000,38
0,44.55,25,1,26,2022,3,1800,37
0,20,17,2,30,2022,3,1000,40
0,41.9,51,2,33,2022,3,2000,45
0,33,27,2,20,2022,3,8000,10
0,20,17,2,30,2022,3,1000,40
0,44.55,25,1,26,2022,3,1800,37
0,34.37,26,2,32,2022,3,1000,45
0,35.03,25,2,36,2022,3,1000,50
0,18,53,2,35,2022,3,500,35
0,36.86,23,2,31,2022,3,1000,40
0,55.34,51,2,52,2022,3,1000,50
0,55.34,51,2,52,2022,3,1000,50
0,36,51,2,52,2022,3,1000,30
0,35.76,26,2,33,2022,3,1000,35
0,31.72,25,2,23,2022,3,1000,45
0,44.8,53,2,33,2022,3,500,10
0,43.1,25,2,36,2022,3,7000,25
0,19.8,51,2,13,2022,3,1000,40
1,30,26,2,44,2022,3,500,45
0,60,26,2,32,2022,4,1000,40
0,37.42,51,2,34,2022,4,6000,10
0,40.63,51,2,36,2022,4,500,42
0,39.74,25,2,34,2022,4,1000,60
0,20,25,2,34,2022,4,200,16
0,44.7,25,2,34,2022,4,10000,30
0,40.4,25,2,32,2022,4,1000,55
0,52.57,53,6,23,2022,4,1000,50
0,23,51,2,30,2022,4,300,30
0,42,53,2,34,2022,4,1000,50
0,42,53,2,34,2022,4,1000,50
0,30,26,2,30,2022,4,500,28
0,36.92,26,2,23,2022,4,1000,35
0,25,23,2,30,2022,4,300,35
0,19.83,23,2,52,2022,4,300,35
0,38.31,26,2,31,2022,4,2000,32
0,49.1,26,2,8,2022,4,3000,68
0,38.3,51,2,32,2022,4,1000,40
0,21.69,26,2,31,2022,4,300,26
0,40.52,51,2,34,2022,4,100,15
0,58.4,25,2,12,2022,4,13000,40
0,43.47,25,2,27,2022,4,1000,50
0,43.47,25,2,27,2022,4,1000,50
0,40.52,51,2,34,2022,4,100,15
0,41.05,25,2,26,2022,4,1000,70
0,49.89,25,2,36,2022,4,2000,30
0,39.08,25,2,33,2022,4,200,25
0,19.8,51,2,13,2022,4,1000,40
0,38.2,23,2,52,2022,4,800,31
0,21,51,2,32,2022,4,200,20
0,38.88,53,2,31,2022,4,300,28
0,46.15,26,2,29,2022,4,1000,45
0,38.69,26,2,50,2022,4,1000,50
0,134.5,53,2,35,2022,4,1000,50
0,78.29,27,2,33,2022,4,7000,100
0,39.5,51,2,32,2022,4,1000,40
0,31.14,26,2,32,2022,4,1000,40
0,22.87,51,2,30,2022,4,200,21
0,24.13,51,2,22,2022,4,1000,40
0,10,51,2,52,2022,4,100,20
0,42.76,51,2,31,2022,4,1000,35
0,43.8,25,2,32,2022,4,4000,20
0,41.94,51,2,33,2022,4,1000,20
0,20,25,2,23,2022,4,300,25
0,27,26,2,51,2022,4,300,30
0,33.37,53,2,34,2022,4,1000,40
0,38.49,26,2,33,2022,4,300,40
0,40.06,26,2,33,2022,4,1000,60
0,38.49,26,2,33,2022,4,300,40
0,36.28,26,2,34,2022,4,1000,40
0,80.47,25,2,22,2022,4,2000,100
0,44.82,26,2,27,2022,4,500,35
0,20,23,2,32,2022,4,300,35
0,25,51,2,29,2022,4,500,35
0,40.49,25,2,31,2022,4,1500,40
0,45.66,23,2,35,2022,4,500,40
0,45,26,2,32,2022,4,2000,50
0,31.66,53,2,33,2022,4,300,30
0,51.39,17,2,30,2022,4,1000,60
0,51.39,17,2,30,2022,4,1000,60
0,19.35,51,2,36,2022,4,200,23
0,20,25,2,34,2022,4,500,30
0,30.76,25,2,36,2022,4,2000,30
0,20,26,2,33,2022,4,200,20
0,36.28,26,2,34,2022,4,500,45
0,43,53,2,34,2022,4,1000,45
0,38.36,25,2,37,2022,4,1000,40
0,56.7,25,2,23,2022,4,2000,60
0,29.34,17,2,35,2022,4,1000,40
0,25,25,2,34,2022,4,1000,25
0,39.9,26,2,33,2022,4,1500,40
0,39.9,26,2,33,2022,4,1500,40
0,44.8,53,2,34,2022,4,10000,15
0,40.47,51,2,32,2022,4,2000,45
0,40,53,2,24,2022,4,1000,35
0,36.4,51,2,30,2022,5,300,29
0,45.8,53,2,34,2022,5,1000,30
0,20,51,2,32,2022,5,300,30
0,33.46,26,2,34,2022,5,6000,25
0,20,51,2,32,2022,5,300,30
0,42.64,25,2,33,2022,5,300,35
0,33.2,53,2,33,2022,5,400,31
0,38.05,53,2,33,2022,5,1500,15
0,42,51,2,34,2022,5,1000,45
0,36.36,26,2,33,2022,5,9000,10
0,36.36,26,2,33,2022,5,9000,10
0,45.25,51,2,31,2022,5,500,40
0,31.95,25,2,40,2022,5,1000,50
0,25,26,2,35,2022,5,500,40
0,28.84,25,2,33,2022,5,500,35
0,48.96,25,2,34,2022,5,2000,30
0,45.1,53,2,35,2022,5,500,20
0,40.72,51,2,34,2022,5,1000,40
0,44.64,51,2,35,2022,5,2000,40
0,44.64,51,2,35,2022,5,2000,40
0,45.05,25,2,32,2022,5,6000,20
0,23.1,25,1,12,2022,5,3000,40
0,41.61,53,2,52,2022,5,4500,15
0,45.45,25,2,26,2022,5,1000,50
0,67.98,23,2,35,2022,5,8000,10
0,18,51,2,51,2022,5,200,15
